,id,pg_noSeg,afs_noSeg,cz_noSeg,pz_noSeg,sv_l_noSeg,sv_r_noSeg,tz_noSeg,ur_noSeg
22,197,130.3017954740051,108.51552742573494,93.82014642929738,150.5014448355173,76.29819001984244,80.84749448462703,84.9320890952175,51.18980213709619
23,7,154.88953301243592,73.78171335565118,171.71367646854085,184.06762725967664,71.48345154451975,75.99064569020649,106.85702192768709, 
24,167,142.1813023874767,38.50863863363194,79.51965924166355,164.42697111580813,84.25368000579196,93.28024717256439,130.41090290053504,43.82557209715689
25,229,161.3529975780908,61.21210213064576,112.36851528128717,149.12537774424865,88.00260509017897,105.9050507156323,139.0696887642443,41.44271556180036
26,145,114.90157687144455,39.19156334088591,126.91342670415577,51.51558268832275,57.65687919701381,87.40969384854424,23.199336620256318, 
27,23,155.0507493003019,79.44059282609378,36.884689764372666,236.66071856104332,134.3863900845956,131.16954604786415,116.86443367514063,35.149188616654556
28,276,161.3529975780908,48.33750099519458,107.68266218244827,169.1997542235398,102.87047812631579,119.30030219539891,131.9592428969804,43.740977372931766
29,159,182.8476676178936,149.3780396588358,118.5639914172138,214.01903376581993,75.34366438859747,83.49541094449224,154.58454310199014,38.71313288292961
30,202,110.41224486131902,42.26835581656155,85.92000371291724,118.5639914172138,68.14388904475749,69.18518973338836,103.73311986179449,50.54643332974991
31,161,179.68676407128348,103.82244933837056,76.16930464335867,166.38084206809296,77.4632672465767,90.8585187263433,173.40195845878077, 
32,172,170.36738586946424,85.61501380247148,92.38346827857211,238.60060439079783,122.46120574200901,121.41990505337814,146.82711593311723, 
33,140,163.3252143192275,149.30509477247335,203.1725898616268,72.03387838102722,91.03717767949549,136.58660108650784,44.21696297895915, 
34,1,148.0034689116848,92.54935513577338,140.74563692757837,192.29487312112403,102.99319658934664,110.75934509086267,131.3492630760889, 
35,176,134.90448600972084,91.37916907065875,107.89832261631794,168.67910387922436,99.7465760604232,95.84936173562798,97.87963511703113,42.17902633998547
36,191,155.8418783105201,54.671596531075025,162.6368066875638,77.97094515918876,83.25858578381236,142.76421508687324, , 
37,124,197.37354926286713,162.8626206151785,152.89626111175025,226.73030246326002,79.94018801086028,81.32348009065443,181.98502588241487,39.14445375066895
38,311,166.0758521576472,104.55876011655567,94.28741070268168,189.8317825278639,103.91177881494664,121.16724313879098,120.89925470906272, 
39,238,138.5423878531853,81.78059087029365,159.89297436739457,189.23360749634193,74.81493131643649,86.4853187955207,117.40395884584422, 
40,414,142.31992178743047,85.83067423634115,150.4716683433253,150.9923186876407,81.4128095672305,59.95514100814522,120.77292375176913, 
41,233,131.40599712251463,82.77568509227325,110.43829929198706,183.26304216446437,66.61272719483016,76.39293823781261,103.98483326857037,40.59883908544855
42,177,154.57604090386957,51.68631386513623,54.08868383167848,200.4918134528431,116.82104614644767,133.53762390438595,129.0036271559724, 
43,165,153.0273268213948,133.59620958218866,73.81983709445689,176.63884496423418,86.99751232596118,87.40969384854424,131.16454677674506,43.99630327397039
44,149,146.06166726753762,118.81123459040687,108.68956119379745,179.694846799129,113.42358195792585,105.22137783631953,116.65031496963418,42.8304778751773
45,119,138.54903841992888,76.81628594496769,103.5174594279248,152.89626111175025,80.80282974633899,86.44065405723266,114.70377857313609, 
46,218,126.10575815221706,72.65108319044421,95.54437182518222,163.77759034651578,79.8508585342842,83.71107137836191,98.27395450405298,46.03923918406318
47,298,162.9519500917546,98.920935805662,89.25956621267952,215.18666541174437,140.32664988674483,135.85645722177563,113.66247788450524,50.76209376361958
48,116,194.52124812096554,115.24303922507154,176.8510024711024,76.53437657572476,87.89259454008335,184.42886756325746,47.22303628567874, 
49,3310,178.18755904670897,74.54418813176558,202.11124670427395,69.25654750714196,80.78549664831405,158.82716097645888,43.413390574573846, 
50,304,145.2651649001709,42.484016250431225,87.60828570315712,183.54697691536117,103.91177881494664,107.89832261631794,107.89832261631794,26.79050295953321
51,247,182.20068631628456,78.68322688835974,47.08053987269404,215.14966393102685,100.05156597086895,110.50157433789512,167.5484737140174, 
52,156,145.35449437674703,68.44887895520324,106.55203201724132,203.0113735737608,83.8374023356555,71.48345154451975,118.86898132765958, 
53,195,198.26017466311433,145.40803539918505,143.07638460159887,186.2190319915018,106.28719122725518,107.38229745709222,222.45460550535026,49.04249355282443
54,131,149.04694993347644,59.234886118389944,113.15283877325491,201.55762684377876,76.80511976039567,71.58819830472814,116.82104614644767,43.413390574573846
55,174,149.98801947972734,106.767692451111,114.05679727152707,202.61705418673898,87.60828570315712,68.753868865649,109.15528373881848,50.45710385317383
56,236,176.43397662890712,77.8848087066004,128.53545975902242,206.2405514373981,107.79665931283603,122.96952225941861,146.77628428137626, 
57,221,118.77965185108347,98.66827389107482,153.11192154561994,62.16407334270055,64.67799558770163,101.82917743768492, , 
58,49,165.77086224720145,84.96803250086245,69.66883859698628,196.42157805081234,111.84786493697175,102.43915725857643,137.07641686355865,33.59595891635135
59,3300,131.3492630760889,77.24760681270703,100.05156597086895,181.98502588241487,76.6899549876741,82.2384498219917,104.343099682686,42.484016250431225
60,122,151.6392999892497,86.35132458065658,105.47372984789294,215.79664523263588,87.17696483541776,94.50307113655136,118.04334107289837,45.949909707487095
61,210,173.70694836922652,113.87813831837488,124.29114520468357,193.04501407033257,100.66154579176046,99.18892423539025,156.32515308808863,35.89422072748276
62,187,145.87514472106244,41.01139469406101,84.23172172267734,154.1162207535333,29.304425204534294,38.62380340635352,122.94485460560695,32.338997793850815
63,14,145.4438238533231,51.37207358451109,104.2167687253924,177.56716121330425,117.52269072858293,142.62491169787626,129.44532065197933,51.28274410793502
64,212,135.85645722177563,29.914405025425815,112.49484623858078,153.41691145606572,52.75536566430523,68.23321852133357,112.40551676200467,45.21359892930199
65,99,172.07555537691925,102.8190078697773,139.678920413077,196.16997421129773,113.49430112688192,111.09193116033968,159.75153602948242,41.423202130614655
66,227,208.3818480597238,59.30560528734601,63.35670134422047,130.38161006163367,116.4795837928207,112.91138842748538,210.95494920307956,44.40848479655344
67,134,142.84057213174594,85.92000371291724,101.918506914261,175.17956992559672,87.17696483541776,84.14239224610125,138.28104999020061, 
68,112,200.49745132875972,199.70881255471605,110.07025347015578,227.28795428829295,132.56922271787192,116.13939864878883,176.65219148196695,45.734249273617415
69,203,162.30496879014558,70.10015946472564,111.11155415878665,231.27449808966426,82.54343973243745,60.1708014420149,146.3064655888018,44.47728815111687
70,22,181.17284171264774,127.0134387120132,110.7504688067127,182.65083662616644,111.09193116033968,107.45301662604827,174.79009485818713,45.81576054111609
71,66,176.2208706142276,90.73218776904973,135.38813487331876,156.84580343240407,85.70434327904755,108.2033125267637,163.6512593892222,42.6996766843009
72,205,160.78805658151674,75.39784401583303,103.61407807604205,198.98452570042303,111.60412469078015,120.14779116601343,130.38161006163367, 
73,356,152.44441412199825,112.42848773594625,112.08702538231927,201.38689566696527,80.51475346364313,79.86112159529053,130.14015971586412,51.03268199678362
74,160,144.707513075138,61.94841290883087,104.2167687253924,161.2266666207972,74.82301404428203,67.49690774314845,127.88336961903303,36.10988116135243
75,339,133.69835653896124,44.83055529411341,116.25084135998638,208.2610454110856,70.91196954846336,67.23041565753783,101.33213667210862,36.45081447744314
76,3305,138.54903841992888,33.164638048612,125.45877685060803,168.58977440264826,89.25956621267952,73.26106301133574,120.46793384132337,29.609415114980056
77,175,204.14200373896776,69.5795091204102,157.06146386627373,196.29524709351875,111.45354554994991,119.08464176152926,207.73422815331722,43.00466659474666
78,141,165.03455146901632,47.3855297831398,141.27862109879962,249.050612757824,122.02988487426968,112.18985632813502,144.31319368811614,36.63053150566787
79,326,148.46403723407988,137.71802480801918,120.87214220332213,173.4828311214819,97.08989288366926,96.26552983850317,116.92105815430511,46.98158593990918
80,148,164.5139011247009,83.40608146791615,134.04184427424212,244.49109061627868,79.33020818996877,83.92673181223158,139.59033910855973, 
81,1232,165.95930060806924,51.62367742402572,75.68459770468817,188.86747748890326,90.52886116208589,96.70839097684393,161.00695542361973,44.65083826588869
82,498,135.11563082576208,43.07192822094686,118.5697842446373,214.32312055269998,105.70427852785863,96.09479866168968,106.79938475769568, 
83,1177,136.48132528876314,62.17279467534363,68.96591680525594,146.34240899444674,79.26087579786905,70.19310143556446,142.84057213174594,41.328718431412604
84,1183,129.76264438933092,35.83722216228889,166.03374183854933,81.86412751944623,82.91159512153,103.24735484805144,44.47112123766396, 
85,1244,141.91055920280579,93.13880883465225,75.36855117693167,183.50449251023392,89.4706014614595,78.45384585072787,117.95757870633942,49.454675075407486
86,1247,152.5151332909543,59.47633646415951,95.82405547701876,144.96656103770061,89.299870284646,99.2215196655406,142.15200954857534,49.454675075407486
87,1151,174.54864451241755,96.26552983850317,82.5756610765584,199.29669521514867,79.44894007270747,98.52646146713327,167.75371613537388,49.04249355282443
88,1205,122.85552512903087,100.69854727247798,114.36178718197283,157.18779482356734,92.94112010360504,96.58567251381308,101.39785656994557,49.810122551564795
89,1192,144.707513075138,89.99587699086462,80.76582826562148,159.0547357669594,90.42719785860398,87.60828570315712,137.29207729742834,48.98448229680361
90,347,130.89380359207416,96.19481066954711,115.96739026238022,165.86353969927214,102.8190078697773,103.50193257703124,102.8190078697773, 
91,1212,154.91750325749658,113.11141244320022,120.1184983271121,222.04242398276722,82.1927723928767,77.62948280556176,131.3767042836133,68.1907341162063
92,1225,122.33487478471544,59.86581153156913,74.91234352085813,159.14406524353547,47.29620030656372,60.386461875884564,97.62697320244395,38.19248253861417
93,1238,138.28820236393312,24.637036538657657,86.94692703929012,203.83786028858006,103.12986918460645,111.58396357794778,119.27443746629316,32.23486772498772
94,424,156.6671444792519,60.1708014420149,102.74414716902218,168.58977440264826,89.90654751428852,94.62940209384494,140.6686412779081, 
95,378,146.7445919747916,111.19194316819711,103.88482126071297,163.944070424269,113.97720181842105,121.08429971019032,122.35013711684086, 
96,393,162.52062922401524,67.80189765359421,88.73891586836407,237.2543137917212,98.0582940701833,80.89215922291507,127.88336961903303, 
97,655,179.25544320354413,134.2575047081118,218.18423652034338,120.46793384132337,104.03810977224025,158.2290955121982,33.38029848248168, 
98,372,134.16817523153574,59.43449066382979,105.16873993744719,174.22759871354197,73.04540257746606,71.57278102109585,120.55726331789947,41.44271556180036
99,494,134.90448600972084,51.37207358451109,110.07025347015578,185.8822402072101,65.93495671020216,82.9747606001768,111.45354554994991, 
100,470,143.2000061881954,80.48806042817756,134.1322318258908,178.9627871200042,87.7150578450194,83.01687091927467,120.26099474009678, 
101,581,178.64546338265262,90.42719785860398,120.68359427519304,233.1784405137738,84.87870302428637,88.12893604747255,142.1935908301369, 
102,493,134.53271812636555,51.85704504194973,96.02407949273362,174.03645098197708,73.40765557187383,72.58329252670772,106.45792240406868,23.61151814283937
103,429,178.35829022352246,194.35051694415202,97.16061205262534,215.8718346351748,102.47754551615029,105.87500970467214,161.88316281135374,43.0012090519908
104,371,141.18929162222355,104.343099682686,56.9205684188287,151.2079791215104,105.38440037131686,109.37094417268816,115.65574978519088,45.734249273617415
105,631,128.8204525849918,97.06782503329339,81.02721151285175,143.3797232164201,85.03736489296217,79.69475108479858,123.94254863102232,51.54923619354565
106,431,142.01493187698472,84.44738215654701,103.39112847063122,191.08874365036445,95.45504234860613,81.84413043496986,124.41747616197716, 
107,460,181.94802440169738,56.18425764064359,88.5232554344944,150.77665825377105,85.61501380247148,89.69088708041886,172.10799585556273,38.408142972483844
108,583,174.1593243965148,87.13230009712973,99.74551798535063,179.03722835048427,68.63731731607108,66.46794088142343,151.2203129484162,42.73562008994585
109,519,167.6378031905935,103.82244933837056,102.87047812631579,201.5387520173906,90.9478482029194,93.2461100140508,144.40252316469224,42.6996766843009
110,507,136.6610423169879,75.28155698502324,96.09479866168968,180.1899717503127,94.61345577267636,79.94890934350339,108.1560933692855,49.88817627630761
111,3315,180.11808493902282,106.98335288498068,157.36645377671948,176.65219148196695,109.46027364926424,114.18312822882066,167.02782336970196,67.49690774314845
112,367,150.06756954858776,81.8949620867108,81.53552803026136,203.63729971582092,87.10146552986514,89.37611776225745,88.68808421662312, 
113,3320,130.61295229790377,76.20630612407616,129.57165160927292,174.6589195812813,105.81572123905622,105.0794104608711,108.11398305018761,40.40141487316949
114,476,180.72806475991433,76.60062551109802,175.91588070378182,131.61725150581714,116.78637995039783,150.1666784328795,38.408142972483844, 
115,384,156.2779339306104,37.75244033823172,110.83378632134273,192.72874840805355,96.2745156899144,122.7153640007138,123.22368051812343,33.054253412486986
116,495,133.62391530848117,116.9697094728853,104.29482245013521,164.5832335168006,87.02702429938508,89.55583479048217,108.84412691491983,45.8780228961972
117,380,135.386374010433,106.65794641978353,100.31662589537761,147.39822384314422,80.27330311787357,84.83659270518851,111.02121199138361,46.569404417326126
118,452,175.402300396485,142.52276474110366,131.71816663724027,228.08370848360084,96.60699219213016,98.32643745141843,149.31769311814736,48.801043207054875
119,409,148.6047273999332,126.87907041111966,104.00110829152273,165.33954137946208,90.60585681175614,59.65015109769946,135.73012626448204,42.17902633998547
120,589,176.00521018035795,97.01699338155244,129.01399978423999,226.2466535996621,114.91943900700578,123.37617547334631,150.50866982404278, 
121,444,196.0795866596491,193.38700546149585,146.39579506537788,210.51613882804654,131.86991342040432,127.88336961903303,188.87981131580912,44.99793849543231
122,752,133.53762390438595,96.60699219213016,90.4656956834391,193.596873067942,62.87380065268134,63.285982175264394,86.41459962656464,55.183790061515495
123,464,188.72141396590143,67.43709023999627,181.41429205841732,201.21616449015178,99.90444437279457,111.33338150610925,182.85086064188133, 
124,432,142.48113807529649,105.52200708044373,135.07442363022992,99.41691849616576,99.23720146794103,127.66770918516336,42.30174480301632, 
125,483,128.1883595294788,97.3589847727157,88.21826552404865,180.33374537289248,67.49690774314845,62.684723687015975,101.82917743768492,48.55316142906426
126,737,146.43279654609537,97.01699338155244,128.9246703076639,196.85289891855172,79.72452757699061,82.75910016630712,132.60622419858944, 
127,433,145.64948574495457,125.70617497530796,100.38734506433369,210.68420601840864,92.04370260481522,82.84640426122931,111.09193116033968,48.21813050765833
128,449,133.2254543896603,61.80798726174569,87.23896267173075,181.2021345515491,114.10650666517984,101.99464482461119,107.28228544923479, 
129,322,140.23732041016876,73.081345983111,137.603234121327,173.90516613781003,105.26784882173894,93.05767165318298,118.77965185108347,45.69830586797247
130,469,154.36271575466753,110.25102857345306,37.75244033823172,167.11204400789768,107.00334996945705,104.4000982478799,138.21682643648126,45.95246412667727
131,549,162.5660875186077,131.50600913037206,94.75824208608309,183.91667403281696,99.49226285021152,103.23118939236033,130.41090290053504,58.410523073223835
132,473,239.5833647858716,104.63846513692299,120.45996068073907,253.07320953210152,96.67771136108622,105.4628281820891,217.89131591803533,44.82066631913649
133,523,158.82716097645888,117.16250850007468,71.72963664264027,211.33783788676124,93.45097834937788,91.70224025118824,123.928144038217,42.24756517578076
134,535,205.04420137435417,73.5896625005206,154.61687401337235,196.96222547960417,115.48836658387197,103.0676378198267,200.31517988134482, 
135,466,136.37710756609104,113.14182754018978,101.00353718292374,158.74974585651364,105.81572123905622,102.34982778200035,106.03138167292589, 
136,715,136.6936377471382,116.72103413859027,143.90074764676496,70.25164172912156,80.27330311787357,119.63559763557298, , 
137,496,147.13210584356298,44.782278061562636,113.0154965828962,190.65742278262508,92.29413880199603,101.82917743768492,111.88486641768924,36.414871071798196
138,534,170.15172543559456,46.86487943882437,107.25134131470892,168.76843335580043,87.26629431199386,75.1280039547278,149.86168852243375,50.54643332974991
139,3328,143.48856612418192,38.85010098725892,76.46365740676869,186.6605063529862,118.95267292831902,110.77976164561404,115.07230804825805,37.61355641950976
140,484,157.92410560175244,76.60062551109802,117.39635977128937,196.42157805081234,82.45411025586137,84.5367116331231,118.99531228495314,52.629034707011634
141,691,155.94189031837752,83.77077931425283,150.35421367018165,232.20552370943136,66.85417754059972,69.32726667609803,143.6592973009954, 
142,472,153.92884046773804,122.20704748330422,115.2033737579026,174.59319968344434,81.10165274333183,77.27121639144615,129.14905207417667,35.58306390358408
143,511,135.083144962873,36.93552141611362,97.84263363631362,175.26889940217282,104.43242915926209,100.87720622563013,121.59856400653034,38.92879331679928
144,3326,142.4462527447241,77.24760681270703,111.97419589426534,177.47783173672815,101.09286665949982,96.06502216949765,122.02988487426968,21.97831890340072
145,580,165.1659912646903,24.67451259581671,143.27444741867546,251.0711067315115,95.22704808783062,91.03717767949549,150.24728657681248,58.34235832345796
146,527,156.71180921753995,44.03724595073443,81.25053520429196,189.40662857357745,99.85079378309528,106.03032359785335,119.82711945316727,47.79324107214004
147,506,165.89719320449504,47.816850650879154,199.8874715078682,212.45708273287363,112.71050667245045,112.79983614902653,136.46643704266714, 
148,932,144.32191502075923,38.36603265338598,98.87776741149158,174.89096460536462,76.73206530677196,75.07100538953392,134.8947066020052,24.420354337111913
149,323,172.05566785970413,61.732752474961195,170.4567153460403,216.4066250535274,79.1145477560991,72.09343136541128,147.25843680085657, 
150,386,150.86640720062212,45.06211666490606,88.13404488585292,145.9616552596802,44.82066631913649,68.67363480774543,133.39618556647383,52.19850739557671
151,330,139.33745805945003,113.0114004353428,84.15366799793453,142.29344788648746,96.26552983850317,77.45875162874829,113.76504431155283,44.40848479655344
152,302,186.1483128225457,105.80429053571608,139.99108992780265,226.06422720074028,82.0220412160632,91.2900587286052,180.9313913668782,52.26922656453277
153,337,148.53475640303594,84.42441118260545,66.10053366438969,217.4791343954523,99.8337252038385,97.84353675987931,123.68669369244742, 
154,3307,137.81272764174375,46.34422909450893,76.90561542154377,176.52586052467336,81.4128095672305,78.89888732222943,113.44681745063556,32.64398770429657
155,283,181.8557664199017,88.50480007838127,161.20023810409978,186.73122552194226,104.53845312906554,105.05064665950604,144.48366034616149, 
156,312,180.61922185215255,98.35573029031978,113.76504431155283,230.6568096269566,85.41950540458505,78.28311467391438,145.99094809858158,48.14741133870226
157,285,154.2425517108269,56.61557850838294,96.89066242425884,229.49688662284828,73.04540257746606,77.85758663359856,124.97512798701011,42.6996766843009
158,359,127.23383389823383,71.6000030940977,76.80650653725202,185.93562627814123,57.040732462669375,58.52207535168268,120.33543597057687,43.78308769202963
159,3314,146.00147567835603,106.33637158337164,135.2094759201666,147.13210584356298,84.75237206699278,69.70584007770378,129.87664151971867,39.449443661114714
160,269,133.51863951073653,90.70857819031062,109.7118774887789,193.67094021239268,98.98304320923624,96.8136667745886,102.55932130241712,56.06770609106565
161,340,140.23732041016876,92.94112010360504,108.63463339450306,173.61761889265043,102.13416734813067,117.95401159632229,101.30852709336949, 
162,250,185.14231693476225,50.14233453501241,127.66770918516336,200.46406234230497,67.84400797269208,65.03020465562561,168.20311827319696,51.36951916532092
163,482,258.7119823508065,151.54997051267364,73.65538239835759,215.23899340760295,71.05213067678042,61.517092041091516,272.41222374101886,56.18425764064359
164,321,162.05389398816723,128.34999528761978,163.87335125531294,176.9510144789598,112.1870373901767,107.5530286339057,141.76912086489364,40.59883908544855
165,355,156.8369725324997,142.69349591791715,148.70548757984943,185.73613129996266,104.53845312906554,111.67484385973623,154.1931522201879,48.45958085342789
166,314,159.95948782153596,69.50506788993012,112.92872152551031,197.27805287283815,113.36259681243982,99.67107675487057,137.78295114955174, 
167,288,148.82038783380287,71.69911197838942,93.76676035836626,160.31169688945994,72.09343136541128,96.89066242425884,128.31469048677238, 
168,524,158.0134350783285,37.97682210474449,102.95980760289187,209.38550866283958,104.95307950357751,96.45934155651949,135.73012626448204,50.54643332974991
169,525,150.11276332441207,95.71190997800798,72.72473086461987,213.25730716176434,103.30190856131642,106.79938475769568,116.82104614644767,43.58412175138734
170,755,140.60329546610055,108.30667251011572,105.02135382060467,168.26590966581438,97.26062406048277,73.4783747408299,122.69159947046782,38.43791946467587
171,358,146.88603031270375,75.39784401583303,109.9261057615466,214.90603325209653,91.04860838283564,80.03185277210402,109.44320507000748, 
172,3331,128.46101852854233,40.46096785755355,41.76259371834213,155.48462458723142,50.322051563237146,55.88798906284093,109.7118774887789,42.30174480301632
173,684,162.9489762022894,73.4783747408299,105.4628281820891,143.45927328528055,73.23692439506034,62.70306947586785,147.1274806584733,46.81085476309569
174,3317,153.63257188993538,69.27451920996444,169.7204045678552,149.12537774424865,91.46849854723483,89.99587699086462,130.7392832551974,45.734249273617415
175,563,137.8882269472964,115.4575320166074,47.86768230262011,167.62036052530732,94.7931728009011,92.18992107932392,119.10825134026835,53.28473734126376
176,557,162.38302251488838,103.3526306457961,166.3931758949988,179.4711036374138,93.92542222704203,124.2711481202072,133.3389224825118, 
177,611,174.4779253434615,70.08091055230807,92.52660329635435,202.04052753531786,132.4010913444942,123.68669369244742,142.3934598943449,46.64012358628219
178,670,205.29655338592758,205.5087108927958,229.53241055821817,106.77009191879431,105.22137783631953,184.8410490858405, , 
179,731,151.1078575463917,67.33707823213884,211.33783788676124,77.45875162874829,70.59310408274854,141.49837768022272,38.26718828786238, 
180,639,169.07086884705603,118.92853431204364,162.6063462063286,77.34565762192621,90.24386833611649,152.34222178098008,49.70845924808288, 
181,601,169.91463575614657,106.89939676555309,115.07230804825805,186.24832483040313,75.71001353055865,86.99751232596118,150.86640720062212, 
182,543,133.95251479766605,93.58810140521406,120.55726331789947,164.94522199244025,65.71929627633249,57.351889286568046,102.56548821587003, 
183,757,144.501632048984,99.70191132213515,123.98615529423782,195.51171715785546,77.85397413933582,81.71524505848608,141.46450504047726,42.37618603349639
184,568,156.56622934782877,57.07396649761726,77.28802045193478,161.61241962668282,64.03962605147443,55.32522839942763,147.4689430121003,37.030643720113225
185,590,175.95592025698022,103.40192056917383,126.60125718943013,229.56170339711954,101.89463281675374,93.20952800360831,144.99585387660198,48.801043207054875
186,675,151.42363955538005,118.90598280837708,131.43859255266497,175.61089079333607,118.77965185108347,107.98765209289402,115.04576996429934,46.775549962248284
187,3323,176.43397662890712,70.98641077894345,130.52511916544532,164.44712315179135,94.7931728009011,101.43741246985327,180.01025472208798,34.5355963015003
188,634,169.41541465740946,177.44083025601066,196.94222839512778,97.3219832919982,87.0876353588417,169.41541465740946, , 
189,653,172.24410622057198,52.49142799788477,88.00005067098878,197.75553482298315,100.10495204180009,104.72869773706475,163.14549729100278,54.33220494334754
190,597,178.8241223358048,107.89832261631794,121.38290357266065,258.89064130395866,79.33020818996877,77.03194637883736,126.41074806266282,44.99793849543231
191,562,137.78874397697527,87.99260654794078,95.44116679333708,175.98521309588156,98.32643745141843,91.1193275517917,118.05759071419685,50.620500474200576
192,551,153.93756180038113,56.399918074513266,139.80599954242942,218.18423652034338,88.00260509017897,98.36328398062906,117.82768063902869,52.32404479656588
193,566,166.03427087608563,53.91795265486499,109.34319306215005,197.74798113267389,86.89750031810377,68.09072210834888,140.5740026271992,29.411352297903445
194,608,160.405167897835,140.8033194818154,157.63204273876443,179.52411562231555,108.61884202484136,128.76217681020282,131.64744746828418,43.413390574573846
195,3332,107.25750822816187,40.894843144483076,87.64061661453933,156.09821690238567,73.26106301133574,66.36266508367878,80.48806042817756,29.91185060623563
196,417,161.81244364239768,113.76504431155283,124.99395742915266,191.77741580079632,89.05841993887644,82.09276038501928,151.52003906897474,54.25941500849197
197,652,230.04460408865867,142.86422709473067,146.40312962116462,213.81092702225953,112.76995008957324,116.99177732326118,223.2789685505164,50.620500474200576
198,621,117.43336125200685,66.88692792225694,48.33750099519458,151.54997051267364,81.5391405245241,68.44887895520324,79.33020818996877, 
199,724,173.61761889265043,50.11511246201056,115.00876848358186,123.28684599677023,103.82244933837056,81.84413043496986,163.86691982309188,38.71313288292961
200,706,120.62042879654625,82.50855440186507,77.95924993708047,141.53894627095733,92.44407933802873,96.02035743120962,85.21708192118689, 
201,389,189.51190437132212,58.85067484086756,112.06097095165124,203.1725898616268,106.56947468252751,107.69138351509137,169.78973695995495,44.21696297895915
202,584,156.80767969359835,63.21526300630833,126.91342670415577,204.95509103230057,80.17329111001617,89.54132063041557,126.67197635838622,44.649935142323
203,692,198.414849951498,183.368317962209,118.22200002605055,212.20442081828642,109.15528373881848,111.88486641768924,196.94222839512778,42.484016250431225
204,738,138.3333779860592,60.72845326704782,117.52269072858293,159.7910465451445,76.7269564683916,80.58716931246931,118.16967203019196,37.88749262816841
205,3335,173.74394984994402,129.05100126495748,132.60622419858944,211.50511152081884,131.65425298653466,115.96073969563663,154.06389275767472,41.96336590611579
206,3334,173.61761889265043,73.99737378952085,189.27413070283094,110.10725495087327,118.34833098334414,150.2930093901731,39.665104094984386, 
207,618,161.61241962668282,72.41256134989425,99.39225084235409,154.91750325749658,77.87093315133133,79.76110958743311,118.91124659826431,48.801043207054875
208,667,155.9308337010668,70.53148033246497,142.62491169787626,209.20684970968742,76.90561542154377,98.79460484836841,123.59183590721598, 
209,696,170.73899880131268,83.08785460699887,83.15857377595493,228.56660917513997,107.04083510346523,96.5776993532288,130.58163407734853,35.62336797555058
